"Id","Date","Time","Question","Details","Answer","Notes","Entered By","Format","Research","Borrow Return","Technology","Administrative","Other","Ticket #"
"o34776743","2021-03-08","13:39","vending machine.","","","","Tenia McDow","In Person","","","","","Other Information",""
"o34777100","2021-03-08","13:54","finding a person","","","","Tenia McDow","Telephone","","","","","Other Information",""
"o34777464","2021-03-08","14:10","Where is the scanner?","","The scanner is currently out of order but you can use your phone","","Anna White","In Person","","","Scanner","","",""
"o34777490","2021-03-08","14:11","What is the login for the laptop for the computer?","","Password in Corona19.  Patron was not able to access the laptop with that information so she was transferred to CTS.","","Anna White","Telephone","","","Refer to CTS","Computer Use Policy","",""
"o34777583","2021-03-08","14:15","Several questions about our printing services from a patron on a tour.","","Location of printers, printing policies, toner options","","Anna White","In Person","","","Printers","","",""
"o34777584","2021-03-08","14:15","","","","","Anna White","In Person","","","Printers","","",""
"o34777585","2021-03-08","14:15","","","","","Anna White","In Person","","","Printers","","",""
"o34777603","2021-03-08","14:16","What programs do you have on your computers?","","Showed patron computer programs listed online.","","Anna White","In Person","","","","Computer Use Policy","",""
"o34777631","2021-03-08","14:16","Textbooks in the library","","Available at the Reserves desk and only check-outable for 2 hours in the building.","","Anna White","In Person","","Reserves Book","","","",""
"o34777647","2021-03-08","14:17","Asked to be transferred to Circulation","","","","Anna White","Telephone","","","","","Need Other Department",""
"o34778285","2021-03-08","14:44","Do you have a fax machine?","","No but there is one at the student center or you can use faxzero.com","","Anna White","In Person","","","","Fax Machine","",""
"o34778718","2021-03-08","15:02","Where is your fiction section on the second floor?","","Told patron to go to the PR section on third floor for popular reading materials.","","Anna White","In Person","Find Book","","","","",""
"o34779474","2021-03-08","15:25","Scissors","","","","Anna White","In Person","","","","Office Supplies","",""
"o34780247","2021-03-08","15:57","Does the library have a fax machine?","","No, but you can go to the Student Center or faxzero.com","","Anna White","Telephone","","","","Fax Machine","",""
"o34781048","2021-03-08","16:33","Transfer to Circulation dept","","","","Anna White","Telephone","","","","","Need Other Department",""
"o34781393","2021-03-08","16:47","Is it possible to search only books and articles published by university presses or written by university professors?","","Tamyah Johnson: Is it possible to search only books and articles published by university presses or written by university professors?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
You can search for any articles and books that have been published using the library's databases. Here is the link to get started All Databases by Title.<br />
Tamyah Johnson: Thank you!<br />
Evelyn Blount: You are welcome!<br />
Also, you can search for books and articles by using the library's Quick Search block on the library's website:http://www.library.ncat.edu/.","","Evelyn Blount","LibChat","Find Article","","","","",""
"o34781505","2021-03-08","16:52","Closing time? [you don't have to go home but you can't stay here...]","","10:00 p.m.","","Anna White","Telephone","","","","Hours of Operation","",""
"o34781951","2021-03-08","17:13","Which database/filter can be applied to the search to see only articles and books published by university professors and presses?","","Tamyah Johnson: Which database/filter can be applied to the search to see only articles and books published by university professors and presses?<br />
Evelyn Blount: You will need to type in the professor's name to see what he or she has published.<br />
Tamyah Johnson: For a research paper we are only allowed to use books published by university presses or written by university professors as sources. I am having a hard time finding resources that fit those categories.<br />
Evelyn Blount: When you are searching the databases, please use your limiters to narrow down the search. For instance, you can narrow down the search by putting in the name of the publisher.<br />
Also, if you know the name of a particular journal that can be searched as well.<br />
Evelyn Blount: Is there anything else I can assist you with?<br />
Tamyah Johnson: I am still having a hard time using the limiter to find sources published by university presses<br />
I can select format, publication year, or various databases, but I am not seeing an option to filter the publisher<br />
Evelyn Blount: Are you looking for a specific name of a professor?","","Evelyn Blount","LibChat","Find Article","","","","",""
"o34783974","2021-03-08","19:25","Username and password are not working, CTS is working on it, how can I print?","","Come to the Reference Desk and we will print off your school documents for you.","","Anna White","Telephone","","","Printers","","",""
"o34787819","2021-03-09","10:29","How do I download SciFinder from Bluford Library?","","Richmond Djorgbenoo: How do I download SciFinder from Bluford Library?<br />
Carlos Grooms: Please give me a second to find the answer.<br />
Bluford Library's access to SciFinder is not downloadable software. However, you can access Scifinder with your university email and password. Please use the link to find and access SciFinder. http://library.ncat.edu/dbm/dbs ","","Carlos Grooms","LibChat","Choose Database","","","","",""
"o34787835","2021-03-09","10:29","How do I download SciFinder from Bluford Library","","Richmond Djorgbenoo: How do I download SciFinder from Bluford Library<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.","","Carlos Grooms","LibChat","Choose Database","","","","",""
"o34787874","2021-03-09","10:31","How do I download and install SciFinder from Bluford Library?","","Richmond Djorgbenoo: How do I download and install SciFinder from Bluford Library?<br />
Carlos Grooms: Hello! Thank you for using Bluford Library Chat service! I'm going to take just a minute to review your question.","","Carlos Grooms","LibChat","Choose Database","","","","",""
"o34791961","2021-03-09","13:38","Do you have more archives of the A&amp;T Four?","","Adjewa Adjei-Saifah: Do you have more archives of the A&amp;T Four?<br />
Anna White: Good afternoon Adjewa, here is a link to our digital archives on the A&amp;T Four: http://www.library.ncat.edu/resources/archives/four.html<br />
For additional information, you should contact the Archives directly using the information on this page: http://www.library.ncat.edu/resources/archives<br />
Is there anything else I can assist you with?<br />
Thank you for using NCAT Ask A Librarian. Please come back anytime you need library assistance.","","Anna White","LibChat","Archives/Yearbook","","","","",""
"o34792371","2021-03-09","13:58","Help searching catalog","","Showed patron how to access the catalog online.","","Anna White","In Person","Find Book","","","","",""
"o34792380","2021-03-09","13:59","Help locating item in the stacks","","Went upstairs and helped patron look for a book.","","Anna White","In Person","Find Book","","","","",""
"o34793347","2021-03-09","14:35","When will the scanner be fixed?","","Hopefully soon, but I can't give you a specific date.","","Anna White","In Person","","","Scanner","","",""
"o34793837","2021-03-09","14:57","Does the library do your taxes for you?","","Referred patron to Greensboro Public Library","","Anna White","Telephone","","","","","Other Information",""
"o34793860","2021-03-09","14:58","Patron hung up once I answered","","","","Anna White","Telephone","","","","","Hang up / No answer",""
"o34797125","2021-03-09","17:17","I need to look at current  Dissertations in NCAT database system.  How do I access?","","Shunta Robinson-Price: I need to look at current  Dissertations in NCAT database system.  How do I access?<br />
Evelyn Blount: Hello and thank you for allowing me to assist you. Please give me a moment to review your question.<br />
Please give me a few minutes to get the information for you.<br />
Here is the database link to access dissertations:Proquest Dissertations &amp; Theses Global. You will need to type in your username and password to access the database.<br />
Is there anything else I can assist you with?<br />
Evelyn Blount: When using the database for dissertations, you can link the dissertation to the university of your choice.<br />
Is there anything else I can assist you with?<br />
Thank you for using Bluford Library Chat service. Please come back any time you need library assistance.","","Evelyn Blount","LibChat","Find Thesis/Dissertation","","","","",""
